HVAC,Light,Appliance,Misc.,Outdoor equipment
639300.2183,21622.48327,259926.6119,83777.96873,27731.51775
638943.4556,21622.48327,259926.6119,83777.96873,27731.51775
638586.604,21622.48327,259926.6119,83777.96873,27731.51775
638229.5436,21622.48327,259926.6119,83777.96873,27731.51775
637872.3363,21622.48327,259926.6119,83777.96873,27731.51775
637514.8461,21622.48327,259926.6119,83777.96873,27731.51775
637157.1652,21622.48327,259926.6119,83777.96873,27731.51775
636799.2692,21622.48327,259926.6119,83777.96873,27731.51775
636441.2444,21622.48327,259926.6119,83777.96873,27731.51775
636083.0796,21622.48327,259926.6119,83777.96873,27731.51775
635724.621,21622.48327,259926.6119,83777.96873,27731.51775
635365.8865,21622.48327,259926.6119,83777.96873,27731.51775
635006.9876,21622.48327,259926.6119,83777.96873,27731.51775
634647.9569,21622.48327,259926.6119,83777.96873,27731.51775
628707.8361,45046.84015,277087.3248,97779.40274,28933.49531
628906.2655,45046.84015,277087.3248,97779.40274,28933.49531
629480.2467,45046.84015,277087.3248,97779.40274,28933.49531
630087.0855,45046.84015,277087.3248,97779.40274,28933.49531
630719.3952,45046.84015,277087.3248,97779.40274,28933.49531
631373.7814,45046.84015,277087.3248,97779.40274,28933.49531
632045.7271,45046.84015,277087.3248,97779.40274,28933.49531
632731.4513,45046.84015,277087.3248,97779.40274,28933.49531
633427.944,45046.84015,277087.3248,97779.40274,28933.49531
634100.8188,45046.84015,277087.3248,97779.40274,28933.49531
634696.115,45046.84015,277087.3248,97779.40274,28933.49531
635296.6483,45046.84015,277087.3248,97779.40274,28933.49531
635904.7445,45046.84015,277087.3248,97779.40274,28933.49531
636521.3287,45046.84015,277087.3248,97779.40274,28933.49531
637144.7716,45046.84015,277087.3248,97779.40274,28933.49531
637781.6957,45046.84015,277087.3248,97779.40274,28933.49531
638518.3529,45046.84015,277087.3248,97779.40274,28933.49531
639289.5938,45046.84015,277087.3248,97779.40274,28933.49531
640066.5875,45046.84015,277087.3248,97779.40274,28933.49531
640848.5703,45046.84015,277087.3248,97779.40274,28933.49531
641882.8685,45046.84015,277087.3248,97779.40274,28933.49531
642629.5106,45046.84015,277087.3248,97779.40274,28933.49531
643435.7445,45046.84015,277087.3248,97779.40274,28933.49531
644243.7798,45046.84015,277087.3248,97779.40274,28933.49531
645055.5336,45046.84015,277087.3248,97779.40274,28933.49531
645871.9945,45046.84015,277087.3248,97779.40274,28933.49531
646693.5437,45046.84015,277087.3248,97779.40274,28933.49531
647518.8158,45046.84015,277087.3248,97779.40274,28933.49531
